 ra        dec       radius SpT   DM    PMra  PMdec    SPM    mem    memp   mem1
 43.97921  47.37226  5.4590 315   6.54  34.50 -17.10   1.80   0.00   0.00   0.00
 43.98299  47.45623  5.4263 306   6.44  25.60   9.10   3.40   0.00   0.00   0.00
 43.99869  47.74145  5.3220 224   5.49  41.50 -24.40   0.80   0.00   0.00   0.00
 44.14856  46.80739  5.5873 273   6.67  26.00   8.10   0.90   0.00   0.00   0.00
 44.36484  46.26035  5.7314 236   5.93  20.00 -25.70   1.50   1.26   2.23   0.91
 44.38179  46.29402  5.7034 310   5.68   0.10 -17.00   1.00   0.00   0.00   0.00
 44.45421  46.32566  5.6442 307   6.32  39.40 -11.80   3.00   0.00   0.00   0.00
 44.58664  47.34769  5.0875 248   6.39  21.80 -19.30   1.00   0.00   0.00   0.00
 44.60147  47.39504  5.0599 281   5.54  19.20 -12.50   0.80   0.00   0.00   0.00
 44.79086  46.37329  5.4228 288   6.48  34.20 -46.20   2.80   0.00   0.00   0.00
 45.17198  47.27803  4.7537 234   6.22  19.20   6.00   1.70   0.00   0.00   0.00
 45.28962  46.24910  5.2085 289   6.19 -10.00 -32.40   1.00   0.00   0.00   0.00
 45.53685  46.74706  4.7894 221   6.10  14.70 -18.90   1.20   0.00   0.00   0.00
 45.88555  46.77922  4.5706 306   6.06   2.70 -19.00   2.30   0.00   0.00   0.00
 45.98915  47.16409  4.3115 285   6.67  13.80 -18.00   1.40   0.00   0.00   0.00
 44.00789  48.80969  5.0901 283   5.22  14.70 -28.60   0.90   0.00   0.01   0.00
 44.06827  49.79971  5.0367 272   6.15  10.30 -14.70   1.00   0.00   0.00   0.00
 44.09774  49.96648  5.0347 290   6.66  17.30  -3.50   1.20   0.00   0.00   0.00
 44.27386  48.47734  4.9643 319   6.14  28.40 -35.90   1.80   0.00   0.00   0.00
 44.31956  49.98860  4.8958 299   6.13  44.40 -31.90   2.20   0.00   0.00   0.00
 44.50704  48.33015  4.8409 315   6.54  -5.60 -19.10   1.50   0.00   0.00   0.00
 44.66512  48.92431  4.6485 316   6.49  24.90 -22.10   3.40   0.03   0.13   0.03
 44.72470  48.58804  4.6513 275   5.70  -1.70 -28.30   1.50   0.00   0.00   0.00
 44.76801  48.95314  4.5787 287   5.67  17.20  -7.60   0.80   0.00   0.00   0.00
 44.84470  49.84244  4.5425 289   6.06  34.20 -30.00   1.00   0.00   0.00   0.00
 45.17444  49.55856  4.3055 313   6.46  58.50 -24.20   4.60   0.00   0.00   0.00
 45.19292  48.35240  4.3907 283   6.54  26.70 -39.10   1.20   0.00   0.00   0.00
 45.21555  48.58471  4.3315 301   5.96  -2.60 -31.20   1.80   0.00   0.00   0.00
 45.24533  49.08698  4.2574 314   6.15  28.20  -9.00   0.90   0.00   0.00   0.00
 45.43663  49.05764  4.1338 271   6.30  30.40 -33.10   1.30   0.00   0.00   0.00
 45.58913  48.51371  4.1006 301   6.09  -7.40 -15.60   1.20   0.00   0.00   0.00
 45.66314  48.66416  4.0267 299   5.31  39.50 -38.00   0.90   0.00   0.00   0.00
 45.66808  48.78689  4.0066 312   6.05  31.20 -17.70   1.60   0.00   0.00   0.00
 45.67940  48.36523  4.0726 227   5.84   4.80 -19.10   0.80   0.00   0.00   0.00
 45.78656  49.64350  3.9164 233   5.23  25.50 -22.50   0.80   2.14   4.13   1.60
 45.90231  48.80172  3.8516 260   6.65  39.80 -12.90   1.40   0.00   0.00   0.00
 45.90644  48.39645  3.9186 279   5.76  30.50 -28.40   1.20   0.01   0.12   0.01
 45.94331  48.06428  3.9819 257   6.43  30.90 -20.30   0.90   0.00   0.00   0.00
 44.61143  50.98770  4.9468 294   5.68  15.10 -12.10   1.00   0.00   0.00   0.00
 44.99770  51.61788  4.9760 289   4.05  27.20 -10.70   0.80   0.00   0.00   0.00
 45.02328  50.78581  4.6355 249   6.44  11.50 -17.00   0.90   0.00   0.00   0.00
 45.30242  50.65217  4.4260 236   5.29  21.60 -12.70   0.70   0.00   0.00   0.00
 45.56527  51.08761  4.4261 300   5.30  13.20 -12.50   0.70   0.00   0.00   0.00
 45.66257  50.38189  4.1292 311   5.91   9.10 -45.90   0.90   0.00   0.00   0.00
 45.91896  50.31236  3.9530 314   6.30   5.10 -15.30   1.50   0.00   0.00   0.00
 45.99397  51.71572  4.4911 257   6.51  18.60 -13.90   0.80   0.00   0.00   0.00
 44.23264  52.62938  5.8957 290   5.31  14.80  -4.50   0.90   0.00   0.00   0.00
 44.29066  52.08193  5.5806 283   6.19  22.50 -13.20   0.90   0.00   0.00   0.00
 44.36766  53.83129  6.5766 245   5.89  29.10  -6.80   0.60   0.00   0.00   0.00
 44.41758  53.93154  6.6238 282   6.34  15.50  -7.10   1.00   0.00   0.00   0.00
 44.45569  53.47034  6.2973 277   6.18  22.20  -7.20   0.70   0.00   0.00   0.00
 44.54335  52.99389  5.9553 301   5.98  12.80  -9.70   1.00   0.00   0.00   0.00
 44.67134  52.66485  5.6967 312   5.45  13.20 -19.70   0.60   0.00   0.00   0.00
 44.83142  53.01606  5.8332 313   5.36  24.20 -24.70   0.90   2.67   4.72   1.98
 44.86388  52.29269  5.3892 318   5.42  -8.30 -25.10   0.70   0.00   0.00   0.00
 44.93123  53.46446  6.0823 288   6.52  14.40 -14.20   0.90   0.00   0.00   0.00
 44.94148  52.89119  5.7032 288   6.64  14.10  -8.90   1.90   0.00   0.00   0.00
 44.94705  52.88896  5.6992 274   6.35  19.30  -6.40   0.90   0.00   0.00   0.00
 44.96100  53.42803  6.0446 296   5.59  37.80 -24.60   0.90   0.00   0.00   0.00
 45.04657  53.42975  6.0084 312   4.72  36.30 -41.10   0.80   0.00   0.00   0.00
 45.37168  53.43488  5.8724 312   6.07  15.70 -15.50   1.20   0.00   0.00   0.00
 45.45177  53.15995  5.6472 291   6.19  16.10 -21.10   2.20   0.00   0.00   0.00
 45.61639  52.68728  5.2585 250   5.49  17.40 -11.90   1.10   0.00   0.00   0.00
 45.61670  52.28684  5.0088 302   6.39  11.00 -43.80   0.90   0.00   0.00   0.00
 45.83068  53.55498  5.7704 299   5.88  23.50 -11.30   0.90   0.00   0.00   0.00
 45.94297  52.72704  5.1360 291   5.82  42.50 -26.40   0.70   0.00   0.00   0.00
 46.00255  53.05510  5.3369 301   5.79  27.10 -16.60   0.90   0.00   0.00   0.00
 46.11082  45.89289  4.9901 290   6.21  46.40 -43.40   2.50   0.00   0.00   0.00
 46.13516  44.00661  6.4032 276   6.26  31.20 -18.60   0.80   0.00   0.00   0.00
 46.14206  44.01055  6.3971 316   6.54  35.80 -13.00   3.70   0.00   0.00   0.00
 46.38285  44.10305  6.2225 309   6.64 -10.80 -21.50   3.70   0.00   0.00   0.00
 46.38777  45.08802  5.4359 244   4.07  -5.90 -21.50   0.60   0.00   0.00   0.00
 46.48053  44.22996  6.0783 232   4.39  44.70 -22.60   0.60   0.00   0.00   0.00
 46.48884  44.03084  6.2399 236   5.89  14.40  -6.40   0.80   0.00   0.00   0.00
 46.51056  45.64676  4.9625 257   5.54  28.80  -2.80   0.70   0.00   0.00   0.00
 46.61219  44.21246  6.0397 314   5.81   1.10 -50.30   1.00   0.00   0.00   0.00
 46.72227  45.36454  5.0726 315   6.20  34.20   0.90   2.20   0.00   0.00   0.00
 46.82553  44.65348  5.5900 283   6.18  19.70 -14.00   0.60   0.00   0.00   0.00
 46.84391  44.17091  5.9836 228   6.08  11.30 -29.70   1.20   0.00   0.00   0.00
 46.91579  44.87223  5.3749 265   6.05  -4.80 -15.20   0.60   0.00   0.00   0.00
 46.98286  44.90512  5.3203 311   6.40   5.80 -24.40   3.70   0.00   0.00   0.00
 47.07667  44.04427  6.0040 291   6.53  37.00  -6.80   1.30   0.00   0.00   0.00
 47.20472  45.43644  4.8021 252   6.63  16.00 -26.90   2.00   0.00   0.00   0.00
 47.29127  45.16156  4.9848 283   6.05  22.20  -1.10   0.80   0.00   0.00   0.00
 47.36202  45.45023  4.7235 271   6.64   0.30 -15.00   1.40   0.00   0.00   0.00
 47.61675  45.23259  4.7948 295   6.13  54.70  -8.70   3.70   0.00   0.00   0.00
 47.63673  45.23453  4.7853 311   5.61  14.80 -13.50   1.10   0.00   0.00   0.00
 47.69042  45.11041  4.8676 234   6.42  35.90 -24.60   0.70   0.00   0.00   0.00
 47.71680  45.62476  4.4345 302   6.15 -11.00 -32.90   1.90   0.00   0.00   0.00
 47.83983  44.66408  5.1940 300   6.67  18.50 -10.50   3.70   0.00   0.00   0.00
 47.91737  45.64022  4.3397 291   5.62  51.10 -18.30   0.90   0.00   0.00   0.00
 48.00357  44.73932  5.0715 276   6.49  14.50 -21.30   1.60   0.00   0.00   0.00
 45.98915  47.16409  4.3115 285   6.67  13.80 -18.00   1.40   0.00   0.00   0.00
 46.11172  46.53743  4.5804 261   5.12  52.20 -16.70   0.90   0.00   0.00   0.00
 46.17503  47.86644  3.9003 234   6.60  14.20 -31.70   0.90   0.00   0.00   0.00
 46.17862  47.85944  3.9006 301   5.60  15.50 -31.90   1.00   0.00   0.01   0.00
 46.21872  47.63732  3.9606 298   6.56   8.60 -28.80   1.80   0.00   0.00   0.00
 46.28187  46.43932  4.5465 287   3.92  31.30 -33.80   0.80   0.00   0.00   0.00
 46.29390  47.54733  3.9522 311   6.57  -1.00 -15.30   2.20   0.00   0.00   0.00
 46.41677  47.42868  3.9308 305   5.65  13.40 -12.90   1.20   0.00   0.00   0.00
 46.43182  46.37574  4.5057 271   5.85  15.80 -21.40   1.00   0.00   0.01   0.00
 46.52215  47.35646  3.9019 246   5.72  -5.80 -23.90   1.10   0.00   0.00   0.00
 46.54835  46.91786  4.1162 299   5.09  14.80 -13.00   1.00   0.00   0.00   0.00
 46.71914  46.39994  4.3385 311   5.98 -14.20 -16.20   3.40   0.00   0.00   0.00
 46.78912  47.10997  3.8731 286   6.55  21.10 -41.90   2.20   0.00   0.00   0.00
 46.87143  46.22409  4.3777 282   5.91  17.70 -28.40   1.20   0.46   1.16   0.36
 47.15592  46.92269  3.7765 320   6.57  33.60 -42.70   3.40   0.00   0.00   0.00
 47.19731  46.40019  4.0931 291   5.57 -11.10 -28.00   1.50   0.00   0.00   0.00
 47.23582  47.34635  3.4902 296   5.16  27.70 -23.50   4.70   0.97   2.62   0.81
 47.26895  47.88446  3.2153 252   6.27  20.80 -16.30   1.00   0.00   0.00   0.00
 47.30664  47.20324  3.5288 312   6.30  44.60 -46.30   2.00   0.00   0.00   0.00
 47.36835  47.22588  3.4814 275   5.02 -14.60 -15.60   0.60   0.00   0.00   0.00
 47.56571  46.50397  3.8382 299   6.51  32.20 -19.70   2.50   0.00   0.00   0.00
 47.99952  47.47611  2.9874 285   5.63  15.90 -16.60   1.00   0.00   0.00   0.00
 46.06949  48.32682  3.8294 250   6.20  17.90   6.10   0.80   0.00   0.00   0.00
 46.24860  49.19638  3.5978 299   5.13  23.00 -52.20   0.90   0.00   0.00   0.00
 46.25927  49.95454  3.6587 286   6.59  16.10  -2.00   0.90   0.00   0.00   0.00
 46.34587  49.61409  3.5529 301   5.73   4.80 -19.50   1.00   0.00   0.00   0.00
 46.41642  49.84634  3.5396 313   6.04 -12.60 -11.90   0.90   0.00   0.00   0.00
 46.67841  48.37492  3.4254 255   6.63  37.20 -27.10   3.60   0.00   0.00   0.00
 46.68585  48.80563  3.3391 297   5.06   9.00 -37.20   0.70   0.00   0.00   0.00
 46.84779  49.29524  3.2069 294   6.09  14.90  -4.30   2.50   0.00   0.00   0.00
 46.92590  49.65188  3.1844 304   5.39  19.20 -16.70   1.20   0.00   0.00   0.00
 47.04522  48.91874  3.0915 263   6.31  16.50 -18.90   0.80   0.00   0.00   0.00
 47.25262  49.26391  2.9422 251   6.46  21.70 -11.20   1.20   0.00   0.00   0.00
 47.31935  48.29853  3.0364 277   6.23  20.10 -10.70   2.50   0.00   0.00   0.00
 47.34097  48.27266  3.0305 259   5.94   5.70 -23.80   1.00   0.00   0.00   0.00
 47.38057  49.63441  2.8905 297   6.34  17.20  -2.90   4.80   0.00   0.00   0.00
 47.42155  49.98054  2.9366 297   6.67  25.20 -22.20   3.40   0.10   0.43   0.10
 47.46700  48.47097  2.8947 313   5.05  20.40 -21.10   1.20   1.19   2.93   0.97
 47.50158  48.93636  2.7913 258   6.60  19.30 -23.00   1.20   0.20   0.68   0.18
 47.52067  49.16331  2.7668 248   5.47  21.20 -15.30   0.80   0.00   0.00   0.00
 47.63273  49.79587  2.7599 285   6.54  24.60   2.10   3.40   0.00   0.00   0.00
 47.80586  49.65665  2.6225 310   5.20  21.20 -10.80   1.50   0.00   0.00   0.00
 47.82018  48.17688  2.7619 292   4.98  29.30 -28.30   0.70   0.47   1.87   0.42
 47.92806  49.12797  2.5009 303   6.69  30.80 -34.10   3.40   0.00   0.00   0.00
 47.99632  49.14206  2.4560 312   6.29  22.00 -13.00   1.40   0.00   0.00   0.00
 45.99397  51.71572  4.4911 257   6.51  18.60 -13.90   0.80   0.00   0.00   0.00
 46.05852  50.65832  3.9751 230   5.54  18.30 -24.80   0.70   2.83   4.78   1.99
 46.10125  50.82659  4.0124 257   6.14 -15.10 -15.90   0.80   0.00   0.00   0.00
 46.10459  50.39888  3.8635 307   6.54  14.20 -11.40   0.80   0.00   0.00   0.00
 46.25047  50.93620  3.9711 275   5.54  14.00 -17.90   0.80   0.00   0.00   0.00
 46.36975  51.35128  4.0998 274   5.64  16.00 -16.40   0.80   0.00   0.00   0.00
 46.56676  50.67110  3.6806 250   6.42  17.60  -5.00   0.90   0.00   0.00   0.00
 46.57653  51.00116  3.8157 234   5.51  30.30 -41.20   1.50   0.00   0.00   0.00
 46.65802  51.62012  4.0970 319   5.91  28.40  -3.40   0.90   0.00   0.00   0.00
 46.72134  50.10212  3.4025 304   6.46  15.10  -9.60   3.40   0.00   0.00   0.00
 46.75379  50.95491  3.6954 304   6.32  18.90  -4.30   1.20   0.00   0.00   0.00
 47.00480  50.55917  3.3810 228   5.93  16.70 -36.70   0.90   0.00   0.00   0.00
 47.52179  50.28838  2.9731 299   6.10  16.70 -26.10   1.10   0.52   1.54   0.44
 47.65839  51.69337  3.6626 314   6.49   8.10 -28.90   1.60   0.00   0.00   0.00
 47.82819  50.01286  2.6953 260   5.72  32.50 -28.00   0.90   0.00   0.02   0.00
 47.83259  51.80362  3.6624 301   5.82  26.70 -28.30   1.30   8.83   9.94   5.52
 47.86519  51.33299  3.3270 273   4.61  21.00   7.40   0.50   0.00   0.00   0.00
 47.90732  50.32631  2.7612 296   4.28   9.00 -12.30   0.90   0.00   0.00   0.00
 47.99153  51.38665  3.3027 297   6.66   7.70 -20.50   3.40   0.00   0.00   0.00
 46.00255  53.05510  5.3369 301   5.79  27.10 -16.60   0.90   0.00   0.00   0.00
 46.10788  52.97519  5.2356 299   5.61  16.80  -6.90   0.90   0.00   0.00   0.00
 46.15023  52.17672  4.6828 317   5.94 -11.00 -15.10   1.50   0.00   0.00   0.00
 46.39116  53.40435  5.4375 317   5.81  21.90 -51.30   1.50   0.00   0.00   0.00
 46.45726  53.77931  5.7052 304   5.95  36.30 -27.00   0.70   0.00   0.00   0.00
 46.88915  53.42103  5.2649 287   5.89  31.30  -4.10   1.00   0.00   0.00   0.00
 47.22651  52.87191  4.7078 303   6.00  -1.30 -22.60   0.90   0.00   0.00   0.00
 47.27249  52.10968  4.1228 273   4.12  33.30 -51.40   0.70   0.00   0.00   0.00
 47.37207  53.74818  5.3706 298   6.03  13.90 -16.60   1.80   0.00   0.00   0.00
 47.60690  52.25968  4.0909 313   5.36  18.90  -9.70   1.10   0.00   0.00   0.00
 47.68369  52.86905  4.5377 273   4.59  49.30  -7.40   0.70   0.00   0.00   0.00
 47.95336  52.75886  4.3535 270   5.82  35.10 -31.90   1.10   0.00   0.00   0.00
 48.00085  52.40987  4.0542 261   6.10 -13.60 -15.60   1.70   0.00   0.00   0.00
 48.00357  44.73932  5.0715 276   6.49  14.50 -21.30   1.60   0.00   0.00   0.00
 48.12674  45.83495  4.0963 229   6.61  40.50   0.40   1.50   0.00   0.00   0.00
 48.22107  45.90144  4.0041 246   6.21  26.40 -33.80   1.00   0.00   0.02   0.00
 48.36471  45.18044  4.5618 285   6.08  22.30 -18.90   1.20   0.00   0.02   0.00
 48.63355  45.81141  3.9216 289   6.48  35.60 -20.90   1.40   0.00   0.00   0.00
 48.64511  44.17376  5.3848 308   6.47  20.90 -24.20   3.80   0.12   0.32   0.10
 48.71242  45.79048  3.9113 306   5.59  14.20 -16.50   1.40   0.00   0.00   0.00
 48.77905  44.49171  5.0543 234   5.49  28.20 -14.70   1.40   0.00   0.00   0.00
 48.79880  45.74522  3.9203 288   6.29  22.50 -30.80   1.80   1.05   2.00   0.80
 48.84701  44.41486  5.1071 229   6.02  17.50   0.10   1.10   0.00   0.00   0.00
 48.90043  45.39116  4.1998 280   6.07  17.50   2.30   0.90   0.00   0.00   0.00
 48.95055  45.46362  4.1193 250   6.33   9.80 -21.10   0.90   0.00   0.00   0.00
 48.99793  44.91001  4.6084 261   4.70  18.30   9.90   0.80   0.00   0.00   0.00
 49.19369  44.86179  4.6007 264   5.87  19.10  -6.60   1.50   0.00   0.00   0.00
 49.28046  44.38281  5.0296 278   5.39  -3.70 -25.50   1.00   0.00   0.00   0.00
 49.47945  45.14075  4.2680 293   6.14  31.50 -22.90   2.20   0.00   0.00   0.00
 49.50411  45.19779  4.2085 304   6.27  58.60 -40.00   3.20   0.00   0.00   0.00
 49.63386  45.38810  3.9983 305   5.42  24.90 -16.10   1.20   0.00   0.00   0.00
 49.82568  45.69177  3.6670 256   6.10  38.90 -30.50   1.30   0.00   0.00   0.00
 47.99952  47.47611  2.9874 285   5.63  15.90 -16.60   1.00   0.00   0.00   0.00
 48.16820  47.78400  2.7251 287   6.27  17.90  -3.30   2.00   0.00   0.00   0.00
 48.21199  46.35601  3.6462 278   6.69  -9.30 -13.40   3.50   0.00   0.00   0.00
 48.49166  47.32468  2.8166 230   5.18  43.00 -22.20   0.80   0.00   0.00   0.00
 48.53746  46.24346  3.5982 262   6.68  21.10 -23.70   3.40   0.25   0.82   0.23
 48.67923  47.56438  2.5660 266   4.97  45.00  -4.40   1.30   0.00   0.00   0.00
 48.76002  47.95346  2.2977 274   6.49  18.00   4.20   1.40   0.00   0.00   0.00
 48.83167  47.08372  2.8182 300   6.36   1.50 -18.60   2.10   0.00   0.00   0.00
 48.91845  47.68641  2.3638 300   6.30  -0.10 -22.80   1.70   0.00   0.00   0.00
 48.92365  47.89878  2.2353 319   6.53   2.50 -21.00   1.80   0.00   0.00   0.00
 48.92658  46.21286  3.4732 319   6.43  11.10 -10.30   2.50   0.00   0.00   0.00
 48.94436  47.91800  2.2130 263   4.94   9.20 -18.10   1.00   0.00   0.00   0.00
 48.96104  46.90568  2.8951 308   6.67  37.40  -1.40   2.30   0.00   0.00   0.00
 49.12077  47.91897  2.1153 284   6.30  19.10  -8.90   0.80   0.00   0.00   0.00
 49.27151  46.62873  2.9947 293   6.54  -5.80 -28.00   1.80   0.00   0.00   0.00
 49.27256  46.72474  2.9140 314   6.32   3.60 -28.90   3.40   0.00   0.00   0.00
 49.51977  47.50431  2.1931 307   6.25 -11.70 -10.30   1.10   0.00   0.00   0.00
 49.62956  47.23918  2.3528 261   5.80  25.90  -4.30   1.10   0.00   0.00   0.00
 49.80398  47.27630  2.2541 320   5.18  -8.00 -32.10   1.30   0.00   0.00   0.00
 49.92250  47.93511  1.6936 310   3.80  17.40 -48.90   1.00   0.00   0.00   0.00
 47.99632  49.14206  2.4560 312   6.29  22.00 -13.00   1.40   0.00   0.00   0.00
 48.16972  49.53657  2.3700 279   6.53   9.10 -12.90   2.80   0.00   0.00   0.00
 48.20369  49.32937  2.3253 315   6.40   6.30 -14.10   3.40   0.00   0.00   0.00
 48.29796  48.95880  2.2685 233   5.49  -6.20 -23.00   0.80   0.00   0.00   0.00
 48.38885  48.77581  2.2339 269   5.63  21.20 -28.50   0.90  83.79   4.71   7.02
 48.39210  49.01523  2.2023 302   6.00  27.60 -23.80   1.40   6.83  10.86   5.17
 48.40239  48.27270  2.3662 284   6.61   4.40 -19.40   2.00   0.00   0.00   0.00
 48.49006  49.46713  2.1541 300   5.66  59.60 -22.80   0.70   0.00   0.00   0.00
 48.49653  48.04711  2.4046 285   5.81  32.80 -19.70   0.90   0.00   0.00   0.00
 48.53233  49.62203  2.1543 313   6.41  17.70 -46.80   3.40   0.00   0.00   0.00
 48.53358  49.58875  2.1467 296   5.45  37.50 -16.30   1.20   0.00   0.00   0.00
 48.56396  49.45627  2.1050 252   5.85  33.90 -19.10   0.80   0.00   0.00   0.00
 48.63781  48.62342  2.1062 304   5.36  36.30 -33.00   0.60   0.00   0.00   0.00
 48.65626  49.97695  2.1823 280   6.61  47.60 -41.50   2.50   0.00   0.00   0.00
 48.80580  49.76938  2.0212 267   5.16  50.70 -32.00   1.10   0.00   0.00   0.00
 48.89332  48.97921  1.8775 288   6.62  25.20   6.60   1.50   0.00   0.00   0.00
 49.06419  48.69987  1.8144 261   5.93   3.10 -15.60   0.90   0.00   0.00   0.00
 49.33408  49.86092  1.7353 270   6.46  15.80 -12.50   1.10   0.00   0.00   0.00
 49.35013  49.35399  1.5843 288   6.12  16.20 -24.10   1.20   0.58   2.54   0.53
 49.36241  49.51408  1.6054 282   6.20  35.30 -49.30   1.50   0.00   0.00   0.00
 49.40387  48.83570  1.5658 276   5.73  23.30 -22.20   1.40  62.24  12.15  18.16
 49.40594  48.10804  1.8507 277   5.30  29.60 -12.20   0.90   0.00   0.00   0.00
 49.55145  49.18123  1.4393 300   6.34  17.60  -2.80   4.40   0.00   0.00   0.00
 49.66060  48.84327  1.3989 289   6.62  19.90 -23.20   3.40   2.90   6.96   2.62
 49.70963  49.73117  1.4610 274   5.97  22.20 -22.40   1.80  57.90  12.41  18.62
 50.01286  49.38745  1.1649 254   4.92  10.20 -21.70   0.70   0.00   0.00   0.00
 47.99153  51.38665  3.3027 297   6.66   7.70 -20.50   3.40   0.00   0.00   0.00
 48.01265  50.39199  2.7286 291   4.99  11.40 -21.80   1.00   0.00   0.00   0.00
 48.04084  50.42558  2.7277 282   6.24   1.60 -23.20   1.20   0.00   0.00   0.00
 48.05597  50.62698  2.8171 308   5.04  56.80 -39.30   0.90   0.00   0.00   0.00
 48.21576  51.41282  3.2181 239   6.11   9.00 -13.40   1.00   0.00   0.00   0.00
 48.38909  50.69219  2.6748 269   6.27   1.40 -29.00   0.90   0.00   0.00   0.00
 48.47704  51.30744  3.0279 315   6.55  15.70 -27.30   2.40   0.00   0.04   0.00
 48.96666  51.73493  3.1589 267   6.30  17.80  -7.40   1.00   0.00   0.00   0.00
 48.99539  50.40522  2.1947 273   6.04  19.40 -19.30   1.10   0.04   0.30   0.04
 49.07588  51.81317  3.1855 316   6.34  14.60 -15.30   1.20   0.00   0.00   0.00
 49.11800  50.72341  2.3326 308   5.53  16.80 -14.50   0.80   0.00   0.00   0.00
 49.16184  50.11418  1.9493 279   5.70 -11.10 -42.80   0.90   0.00   0.00   0.00
 49.34097  50.72474  2.2315 288   4.52 -15.70 -17.10   1.10   0.00   0.00   0.00
 49.49298  50.27220  1.8597 302   5.65  -9.30 -12.30   3.40   0.00   0.00   0.00
 49.51508  50.58834  2.0571 312   6.60  10.60 -15.70   3.40   0.00   0.00   0.00
 49.63391  51.16445  2.4531 305   6.40   6.70 -21.80   3.40   0.00   0.00   0.00
 49.69162  50.47510  1.8977 301   6.51  -3.70 -16.80   3.40   0.00   0.00   0.00
 49.72270  50.75583  2.0923 315   6.08  14.80 -13.90   3.40   0.00   0.00   0.00
 49.81806  51.88038  3.0213 291   6.46  12.20 -11.20   0.50   0.00   0.00   0.00
 49.86736  50.41407  1.7756 300   5.17   5.60 -17.20   0.60   0.00   0.00   0.00
 49.89717  51.62864  2.7728 273   6.65  26.40  -9.90   2.30   0.00   0.00   0.00
 49.95220  51.63554  2.7643 318   6.49   8.00 -17.90   1.40   0.00   0.00   0.00
